name,date,signal
VOLCAR-B.ST,2025-08-04,reset (expired)
VOLCAR-B.ST,2025-08-06,buy
VOLO.ST,2025-05-13,watchlist
VOLO.ST,2025-05-19,buy
VOLO.ST,2025-06-04,reset (expired)
VOLO.ST,2025-06-05,buy
VOLO.ST,2025-06-23,reset (expired)
VOLO.ST,2025-06-27,watchlist
VOLO.ST,2025-07-07,buy
VOLO.ST,2025-07-17,watchlist
VOLO.ST,2025-07-18,buy
VOLO.ST,2025-08-04,reset (expired)
VOLO.ST,2025-08-06,watchlist
VOLV-A.ST,2025-05-13,watchlist
VOLV-A.ST,2025-05-30,reset (expired)
VOLV-A.ST,2025-06-03,watchlist
VOLV-A.ST,2025-06-04,buy
VOLV-A.ST,2025-06-23,reset (expired)
VOLV-A.ST,2025-06-26,buy
VOLV-A.ST,2025-07-17,reset (expired)
VOLV-A.ST,2025-07-21,buy
VOLV-A.ST,2025-08-06,reset (expired)
VOLV-A.ST,2025-08-08,buy
VOLV-B.ST,2025-05-13,watchlist
VOLV-B.ST,2025-05-14,buy
VOLV-B.ST,2025-05-20,watchlist
VOLV-B.ST,2025-05-27,buy
VOLV-B.ST,2025-06-04,watchlist
VOLV-B.ST,2025-06-05,buy
VOLV-B.ST,2025-06-23,reset (expired)
VOLV-B.ST,2025-06-26,buy
VOLV-B.ST,2025-07-17,reset (expired)
VOLV-B.ST,2025-07-21,buy
VOLV-B.ST,2025-08-06,reset (expired)
VOLV-B.ST,2025-08-08,buy
WALL-B.ST,2025-05-13,watchlist
WALL-B.ST,2025-05-14,buy
WALL-B.ST,2025-05-23,watchlist
WALL-B.ST,2025-05-26,buy
WALL-B.ST,2025-06-11,reset (expired)
WALL-B.ST,2025-06-19,watchlist
WALL-B.ST,2025-06-23,buy
WALL-B.ST,2025-07-10,reset (expired)
WALL-B.ST,2025-07-17,buy
WALL-B.ST,2025-08-04,reset (expired)
WALL-B.ST,2025-08-05,buy
WIHL.ST,2025-05-13,watchlist
WIHL.ST,2025-05-16,buy
WIHL.ST,2025-05-26,watchlist
WIHL.ST,2025-05-27,buy
WIHL.ST,2025-06-04,watchlist
WIHL.ST,2025-06-05,buy
WIHL.ST,2025-06-23,reset (expired)
WIHL.ST,2025-06-26,buy
WIHL.ST,2025-07-17,reset (expired)
WIHL.ST,2025-07-21,buy
WIHL.ST,2025-08-06,reset (expired)
WIHL.ST,2025-08-08,buy
XACT-OMXS30.ST,2025-05-13,watchlist
XACT-OMXS30.ST,2025-05-21,buy
XACT-OMXS30.ST,2025-05-26,watchlist
XACT-OMXS30.ST,2025-05-27,buy
XACT-OMXS30.ST,2025-06-03,watchlist
XACT-OMXS30.ST,2025-06-04,buy
XACT-OMXS30.ST,2025-06-23,reset (expired)
XACT-OMXS30.ST,2025-06-26,buy
XACT-OMXS30.ST,2025-07-17,reset (expired)
XACT-OMXS30.ST,2025-07-18,buy
XACT-OMXS30.ST,2025-07-30,watchlist
XACT-OMXS30.ST,2025-08-05,buy
XANO-B.ST,2025-05-14,watchlist
XANO-B.ST,2025-05-15,buy
XANO-B.ST,2025-06-02,reset (expired)
XANO-B.ST,2025-06-03,buy
XANO-B.ST,2025-06-19,watchlist
XANO-B.ST,2025-07-01,buy
XANO-B.ST,2025-07-17,sell
XANO-B.ST,2025-07-25,watchlist
XANO-B.ST,2025-07-28,buy
XANO-B.ST,2025-08-05,watchlist
XANO-B.ST,2025-08-06,buy
XVIVO.ST,2025-05-13,watchlist
XVIVO.ST,2025-05-14,buy
XVIVO.ST,2025-05-22,watchlist
XVIVO.ST,2025-05-27,buy
XVIVO.ST,2025-06-13,sell
XVIVO.ST,2025-06-27,watchlist
XVIVO.ST,2025-06-30,buy
XVIVO.ST,2025-07-17,reset (expired)
XVIVO.ST,2025-07-21,watchlist
XVIVO.ST,2025-07-25,buy
XVIVO.ST,2025-07-30,sell
XVIVO.ST,2025-08-06,watchlist
YUBICO.ST,2025-05-13,watchlist
YUBICO.ST,2025-05-19,buy
YUBICO.ST,2025-05-26,watchlist
YUBICO.ST,2025-05-27,buy
YUBICO.ST,2025-06-13,reset (expired)
YUBICO.ST,2025-06-16,watchlist
YUBICO.ST,2025-06-19,sell
YUBICO.ST,2025-06-26,watchlist
YUBICO.ST,2025-06-27,buy
YUBICO.ST,2025-07-02,watchlist
YUBICO.ST,2025-07-10,buy
YUBICO.ST,2025-07-28,reset (expired)
YUBICO.ST,2025-08-05,buy
ZZ-B.ST,2025-05-13,watchlist
ZZ-B.ST,2025-05-14,buy
ZZ-B.ST,2025-05-27,watchlist
ZZ-B.ST,2025-05-28,buy
ZZ-B.ST,2025-06-09,sell
ZZ-B.ST,2025-06-10,watchlist
ZZ-B.ST,2025-06-11,buy
ZZ-B.ST,2025-06-27,reset (expired)
ZZ-B.ST,2025-06-30,buy
ZZ-B.ST,2025-07-04,watchlist
ZZ-B.ST,2025-07-07,buy
ZZ-B.ST,2025-07-17,sell
ZZ-B.ST,2025-07-21,watchlist
ZZ-B.ST,2025-07-25,buy
